type,brand,model,chipset,vram,core_clock,boost_clock,color,length,price
GPU,MSI,GAMING,Radeon R9 390,8000000000,1000000000.0,1060000000.0,Black / Red,277.0,0.0
GPU,MSI,GAMING,Radeon R9 390X,8000000000,1050000000.0,1100000000.0,Black / Red,277.0,0.0
GPU,MSI,GAMING,GeForce GTX 970,4000000000,1140000000.0,1279000000.0,Black / Red,269.0,0.0
GPU,MSI,GAMING,GeForce RTX 2060 SUPER,8000000000,1470000000.0,1650000000.0,Black / Silver,248.0,0.0
GPU,MSI,GAMING,Radeon R9 380,2000000000,970000000.0,1000000000.0,Black / Red,268.0,0.0
GPU,MSI,GAMING,Radeon RX 5500 XT,4000000000,1647000000.0,1845000000.0,Black / Red,247.0,0.0
GPU,MSI,GAMING,GeForce GTX 1080,8000000000,1607000000.0,1771000000.0,Black / Red,279.0,0.0
GPU,MSI,GAMING,GeForce GTX 950,2000000000,1127000000.0,1317000000.0,Black / Red,270.0,0.0
GPU,MSI,GAMING,GeForce GTX 1070,8000000000,1506000000.0,1721000000.0,Red / Black,279.0,0.0
GPU,MSI,GAMING,Radeon RX 5700,8000000000,1490000000.0,1725000000.0,Silver / Black,297.0,0.0
GPU,MSI,GAMING,GeForce GTX 1660 Ti,6000000000,1500000000.0,1800000000.0,Black,247.0,0.0
GPU,MSI,GAMING,Radeon R9 380,4000000000,970000000.0,1000000000.0,Black / Red,268.0,0.0
GPU,MSI,GAMING 100ME,GeForce GTX 970,4000000000,1140000000.0,1279000000.0,Black / Green,269.0,0.0
GPU,MSI,GAMING 100ME,GeForce GTX 960,2000000000,1216000000.0,1279000000.0,Black / Green,266.0,0.0
GPU,MSI,GAMING GE,GeForce GTX 980 Ti,6000000000,1000000000.0,1291000000.0,Black / Gold,277.0,0.0
GPU,MSI,GAMING GE,GeForce GTX 970,4000000000,1165000000.0,1317000000.0,Black / Gold,267.0,0.0
GPU,MSI,GAMING ITX,Radeon R9 270X,2000000000,1030000000.0,1080000000.0,Black / Red,170.0,0.0
GPU,MSI,GAMING LE,Radeon R9 390,8000000000,1050000000.0,1100000000.0,Black / Red,277.0,0.0
GPU,MSI,GAMING LE,GeForce GTX 970,4000000000,1076000000.0,1216000000.0,Black / Red,269.0,0.0
GPU,MSI,GAMING LE,Radeon R9 390X,8000000000,1050000000.0,1060000000.0,Black / Red,277.0,0.0
GPU,MSI,GAMING LE,GeForce GTX 960,4000000000,1152000000.0,1216000000.0,Black / Red,267.0,0.0
GPU,MSI,GAMING LE,Radeon R9 380,4000000000,970000000.0,1000000000.0,Black / Red,268.0,0.0
GPU,MSI,GAMING LE,Radeon R9 290X,4000000000,1000000000.0,1040000000.0,Black / Red,276.0,0.0
GPU,MSI,GAMING LE,Radeon R9 290X,8000000000,1000000000.0,1040000000.0,Black / Red,276.0,0.0
GPU,MSI,GAMING LE,GeForce GTX 960,2000000000,1152000000.0,1216000000.0,Black / Red,267.0,0.0
GPU,MSI,GAMING LE,GeForce GTX 980 Ti,6000000000,1000000000.0,1076000000.0,Black / Red,269.0,0.0
GPU,MSI,GAMING LE 100ME,GeForce GTX 970,4000000000,1076000000.0,1216000000.0,Black / Green,269.0,0.0
GPU,MSI,GAMING MX,Radeon RX 5600 XT,6000000000,1280000000.0,1620000000.0,Black / Silver,297.0,348.0
GPU,MSI,GAMING TRIO,GeForce RTX 3080,10000000000,1440000000.0,,Black,323.0,0.0
GPU,MSI,GAMING TRIO,GeForce RTX 3090,24000000000,1400000000.0,,Black,335.0,0.0
GPU,MSI,GAMING TRIO,GeForce RTX 3060 Ti,8000000000,1410000000.0,1755000000.0,Black / Silver,323.0,0.0
GPU,MSI,GAMING TRIO,GeForce RTX 2070 SUPER,8000000000,1605000000.0,1770000000.0,Black,328.0,0.0
GPU,MSI,GAMING TRIO,GeForce RTX 2080 Ti,11000000000,1350000000.0,1635000000.0,Black / Silver,327.0,0.0
GPU,MSI,GAMING TRIO,GeForce RTX 2080 SUPER,8000000000,1650000000.0,1815000000.0,Silver / Black,328.0,0.0
GPU,MSI,GAMING TRIO,GeForce RTX 2080,8000000000,1515000000.0,1800000000.0,,327.0,0.0
GPU,MSI,GAMING X,Radeon RX 5500 XT,8000000000,1685000000.0,1845000000.0,Black / Red,247.0,236.99
GPU,MSI,GAMING X,GeForce RTX 2060 SUPER,8000000000,1470000000.0,1695000000.0,Black / Silver,248.0,0.0
GPU,MSI,GAMING X,GeForce GTX 1660 Ti,6000000000,1500000000.0,1875000000.0,Black,247.0,499.98
GPU,MSI,GAMING X,Radeon RX 580,8000000000,1257000000.0,1393000000.0,Black / Red,276.0,0.0
GPU,MSI,GAMING X,Radeon RX 470,8000000000,926000000.0,1254000000.0,Black / Red,276.0,0.0
GPU,MSI,GAMING X,GeForce GTX 1660 SUPER,6000000000,1530000000.0,1830000000.0,Black / Silver,247.0,0.0
GPU,MSI,GAMING X,Radeon RX 5600 XT,6000000000,1235000000.0,1620000000.0,Black / Silver,297.0,389.94
GPU,MSI,GAMING X,Radeon RX 570,8000000000,1168000000.0,1293000000.0,Black / Red,276.0,0.0
GPU,MSI,GAMING X,GeForce RTX 2070,8000000000,1410000000.0,1710000000.0,Black,307.0,0.0
GPU,MSI,GAMING X,Radeon RX 470,4000000000,926000000.0,1254000000.0,Black / Red,270.0,799.0
GPU,MSI,GAMING X,GeForce GTX 1050,2000000000,1354000000.0,1556000000.0,Black / Red,229.0,0.0
GPU,MSI,GAMING X,Radeon RX 480,8000000000,1120000000.0,1316000000.0,Black / Red,276.0,0.0
GPU,MSI,GAMING X,GeForce GTX 1060 6GB,6000000000,1506000000.0,1809000000.0,Black / Red,277.0,480.69
GPU,MSI,GAMING X,GeForce GTX 1080,8000000000,1607000000.0,1847000000.0,Black / Red,279.0,0.0
GPU,MSI,GAMING X,Radeon RX 480,4000000000,1120000000.0,1316000000.0,Black / Red,276.0,0.0
GPU,MSI,GAMING X,GeForce GTX 1660,6000000000,1530000000.0,1860000000.0,Black,247.0,0.0
GPU,MSI,GAMING X,GeForce GTX 1660 SUPER,6000000000,1530000000.0,1830000000.0,Black,246.888,549.94
GPU,MSI,GAMING X,Radeon RX 5700,8000000000,1610000000.0,1750000000.0,Black / Silver,297.0,393.99
GPU,MSI,GAMING X,GeForce GTX 1050 Ti,4000000000,1290000000.0,1493000000.0,Black / Red,229.0,182.99
GPU,MSI,GAMING X,GeForce GTX 1060 3GB,3000000000,1594000000.0,1809000000.0,Black / Red,277.0,0.0
GPU,MSI,GAMING X,Radeon RX 5700 XT,8000000000,1730000000.0,1980000000.0,Silver / Black,297.0,506.94
GPU,MSI,GAMING X,GeForce GTX 1080 Ti,11000000000,1569000000.0,1683000000.0,Black / Red,290.0,0.0
GPU,MSI,GAMING X,GeForce GTX 1650 SUPER,4000000000,1530000000.0,1755000000.0,Black / Silver,248.0,230.81
GPU,MSI,GAMING X,GeForce GTX 1070,8000000000,1506000000.0,1797000000.0,Black / Red,279.0,0.0
GPU,MSI,GAMING X,GeForce RTX 2070 SUPER,8000000000,1605000000.0,1800000000.0,Black,297.0,1149.99
GPU,MSI,GAMING X,GeForce GTX 1650,4000000000,1485000000.0,1860000000.0,Black,245.0,399.98
GPU,MSI,GAMING X,Radeon RX 5500 XT,4000000000,1685000000.0,1845000000.0,Black / Red,247.0,0.0
GPU,MSI,GAMING X,Radeon RX 580,4000000000,1257000000.0,1393000000.0,Black / Red,276.0,0.0
GPU,MSI,GAMING X,Radeon RX 570,4000000000,1168000000.0,1293000000.0,Black / Red,276.0,329.0
GPU,MSI,GAMING X TRIO,GeForce RTX 3080,10000000000,1440000000.0,,Black,323.0,1369.0
GPU,MSI,GAMING X TRIO,GeForce RTX 3060 Ti,8000000000,1410000000.0,1830000000.0,Black / Silver,323.0,0.0
GPU,MSI,GAMING X TRIO,GeForce RTX 2070 SUPER,8000000000,1605000000.0,1800000000.0,Black,328.0,0.0
GPU,MSI,GAMING X TRIO,GeForce RTX 3070,8000000000,1500000000.0,1830000000.0,Black / Silver,323.0,0.0
GPU,MSI,GAMING X TRIO,GeForce GTX 1080 Ti,11000000000,1569000000.0,1683000000.0,,325.0,1999.11
GPU,MSI,GAMING X TRIO,GeForce RTX 3090,24000000000,1400000000.0,,Black,335.0,2999.0
GPU,MSI,GAMING X TRIO,GeForce RTX 2080,8000000000,1515000000.0,1860000000.0,Black,327.0,0.0
GPU,MSI,GAMING X TRIO,GeForce RTX 2080 SUPER,8000000000,1650000000.0,1845000000.0,Silver / Black,328.0,869.99
GPU,MSI,GAMING X TRIO,GeForce RTX 2080 Ti,11000000000,1350000000.0,1755000000.0,Black,327.0,0.0
GPU,MSI,GAMING X+,GeForce GTX 1060 6GB,6000000000,1594000000.0,1809000000.0,Black / Red,277.0,0.0
GPU,MSI,GAMING X+,Radeon RX 580,8000000000,1257000000.0,1441000000.0,Black / Red,279.0,0.0
GPU,MSI,GAMING X+,GeForce GTX 1080,8000000000,1607000000.0,1847000000.0,,277.0,0.0
GPU,MSI,GAMING Z,GeForce RTX 2060,6000000000,1365000000.0,1830000000.0,Black / Gray,247.0,464.94
GPU,MSI,GAMING Z,GeForce GTX 1080,8000000000,1607000000.0,1911000000.0,Black / Red,279.0,0.0
GPU,MSI,GAMING Z,GeForce GTX 1070,8000000000,1657000000.0,1860000000.0,Black / Red,279.0,1347.0
GPU,MSI,GAMING Z,GeForce RTX 2070,8000000000,1410000000.0,1830000000.0,Black,307.0,0.0
GPU,MSI,GAMING Z TRIO,GeForce RTX 2070 SUPER,8000000000,1605000000.0,1815000000.0,Black / Silver,328.0,0.0
GPU,MSI,GEFORCE GTX 1060 6GT OC,GeForce GTX 1060 6GB,6000000000,1544000000.0,1759000000.0,Black / White,247.0,0.0
GPU,MSI,GT,Radeon RX 580,8000000000,1257000000.0,1360000000.0,Black,237.0,0.0
GPU,MSI,GT 1030 2G LP OC,GeForce GT 1030,2000000000,1265000000.0,1518000000.0,Black,159.0,83.97
GPU,MSI,GT 1030 2G LP OCV1,GeForce GT 1030,2000000000,1265000000.0,1518000000.0,Black,159.0,0.0
GPU,MSI,GT 1030 2GD4 LP OC,GeForce GT 1030 DDR4,2000000000,1189000000.0,1430000000.0,Black,150.0,79.0
GPU,MSI,GT 1030 2GH LP OC,GeForce GT 1030,2000000000,1265000000.0,1518000000.0,Black,153.0,86.99
GPU,MSI,GT 1030 2GH LP OCV1,GeForce GT 1030,2000000000,1265000000.0,1518000000.0,Black,153.0,0.0
GPU,MSI,GT 1030 2GH OC,GeForce GT 1030,2000000000,1265000000.0,1518000000.0,Black,147.0,0.0
GPU,MSI,GT 1030 2GHD4 LP OC,GeForce GT 1030 DDR4,2000000000,1189000000.0,1430000000.0,Black,150.0,0.0
GPU,MSI,GT 710 1GD3H LP,GeForce GT 710,1000000000,954000000.0,,Black,146.0,29.99
GPU,MSI,GT 710 2GD3 LP,GeForce GT 710,2000000000,954000000.0,,Black,146.0,51.99
GPU,MSI,GT 710 2GD3H LP,GeForce GT 710,2000000000,954000000.0,954000000.0,Black,146.0,49.99
GPU,MSI,GT 710 2GD5H LP,GeForce GT 710,2000000000,954000000.0,,Black,147.0,0.0
GPU,MSI,GT LP,GeForce GTX 1650,4000000000,1485000000.0,1665000000.0,Black,168.0,0.0
GPU,MSI,GT LP,GeForce GT 710,1000000000,954000000.0,,Black,129.0,35.99
GPU,MSI,GT LP OC,GeForce GTX 1650,4000000000,1485000000.0,1695000000.0,Black,168.0,207.96
GPU,MSI,GT OC,GeForce GTX 1060 3GB,3000000000,1544000000.0,1759000000.0,Black / White,243.0,349.99
GPU,MSI,GT OC,Radeon RX 570,8000000000,1168000000.0,1256000000.0,Black,237.0,0.0
GPU,MSI,GTX 1050 2G OC,GeForce GTX 1050,2000000000,1404000000.0,1518000000.0,Black / White,177.0,0.0
GPU,MSI,GTX 1050 2GT LP,GeForce GTX 1050,2000000000,1354000000.0,1455000000.0,Black,182.0,0.0
GPU,MSI,GTX 1050 2GT OC,GeForce GTX 1050,2000000000,1404000000.0,1518000000.0,Black / White,215.0,396.25
GPU,MSI,GTX 1050 TI 4GT LP,GeForce GTX 1050 Ti,4000000000,1290000000.0,1392000000.0,Black / White,182.0,152.93
GPU,MSI,GTX 1050 Ti 4G OC,GeForce GTX 1050 Ti,4000000000,1341000000.0,1455000000.0,Black / White,177.0,313.64
GPU,MSI,GTX 1050 Ti 4GT OC,GeForce GTX 1050 Ti,4000000000,1341000000.0,1455000000.0,Black / White,215.0,148.38
GPU,MSI,GTX 1070 TI TITANIUM 8G,GeForce GTX 1070 Ti,8000000000,1607000000.0,1683000000.0,Black / Silver,279.0,0.0
GPU,MSI,GTX 650_N650-2GD5_OC,GeForce GTX 650,2000000000,1071000000.0,,Black,145.0,0.0
GPU,MSI,GTX 780Ti 3GD5,GeForce GTX 780 Ti,3000000000,875000000.0,928000000.0,Black / Silver,262.0,0.0
GPU,MSI,GTX 950 2GD5 OC,GeForce GTX 950,2000000000,1076000000.0,1253000000.0,White,170.0,404.0
GPU,MSI,GTX 950 2GD5 OCV1,GeForce GTX 950,2000000000,1076000000.0,1253000000.0,White,170.0,0.0
GPU,MSI,GTX 950 2GD5T OC,GeForce GTX 950,2000000000,1076000000.0,1253000000.0,Black / White,254.0,0.0
GPU,MSI,GTX 950 2GD5T OCV2,GeForce GTX 950,2000000000,1076000000.0,1253000000.0,Black / White,254.0,0.0
GPU,MSI,GTX 960 2GD5,GeForce GTX 960,2000000000,1127000000.0,1178000000.0,Black,242.0,0.0
GPU,MSI,GTX 960 2GD5T OC,GeForce GTX 960,2000000000,1178000000.0,1241000000.0,Black / White,273.0,0.0
GPU,MSI,GTX 960 4GD5T OC,GeForce GTX 960,4000000000,1178000000.0,1241000000.0,Black / White,273.0,0.0
GPU,MSI,GTX 960 4GD5T Titanium OC,GeForce GTX 960,4000000000,1178000000.0,1241000000.0,Black / Silver,273.0,0.0
GPU,MSI,GTX 970 4GD5 OC,GeForce GTX 970,4000000000,1076000000.0,1216000000.0,Black / Blue,269.0,0.0
GPU,MSI,GTX 970 4GD5T OC,GeForce GTX 970,4000000000,1102000000.0,1241000000.0,Black / White,275.0,0.0
GPU,MSI,GTX 970 4GD5T OC,GeForce GTX 970,4000000000,1102000000.0,1241000000.0,Black / Blue,275.0,0.0
GPU,MSI,GTX 980 4GD5,GeForce GTX 980,4000000000,1126000000.0,1216000000.0,Black / Silver,280.0,0.0
GPU,MSI,GTX 980 4GD5 OCV1,GeForce GTX 980,4000000000,1152000000.0,1252000000.0,Black / White,278.0,1614.0
GPU,MSI,GTX 980Ti 6GD5,GeForce GTX 980 Ti,6000000000,1000000000.0,1076000000.0,Black / Silver,282.0,0.0
GPU,MSI,GTX 980Ti 6GD5 V1,GeForce GTX 980 Ti,6000000000,1000000000.0,1076000000.0,Black / Silver,281.0,0.0
GPU,MSI,GTX 980Ti 6GD5T OC,GeForce GTX 980 Ti,6000000000,1102000000.0,1190000000.0,Black / White,277.0,0.0
GPU,MSI,GeForce GTX 1060 3G OCV1,GeForce GTX 1060 3GB,3000000000,1544000000.0,1759000000.0,Black / White,188.0,0.0
GPU,MSI,GeForce GTX 1060 6G OCV1,GeForce GTX 1060 6GB,6000000000,1544000000.0,1759000000.0,Black / White,188.0,0.0
GPU,MSI,GeForce GTX 1060 6GT OCV1,GeForce GTX 1060 6GB,6000000000,1544000000.0,1759000000.0,Black / White,243.0,0.0
GPU,MSI,GeForce GTX 1060 6GT V1,GeForce GTX 1060 6GB,6000000000,1506000000.0,1708000000.0,Black / White,243.0,0.0
GPU,MSI,HAWK,Radeon R9 270X,2000000000,1100000000.0,1150000000.0,Black / Yellow,262.0,0.0
GPU,MSI,HAWK,Radeon HD 7870 GHz Edition,2000000000,1100000000.0,,Black / Blue,277.0,0.0
GPU,MSI,HAWK,Radeon HD 6870,1000000000,930000000.0,,Black / Silver,254.0,0.0
GPU,MSI,HAWK,Radeon HD 5770,1000000000,875000000.0,,Black / Silver,,0.0
GPU,MSI,HAWK,GeForce GTX 560 Ti,1000000000,950000000.0,,,243.0,0.0
GPU,MSI,HAWK,GeForce GTX 460,1000000000,780000000.0,,Black / Silver,237.0,0.0
GPU,MSI,HAWK,GeForce GTX 760,2000000000,1111000000.0,1176000000.0,Black / Yellow,263.0,0.0
GPU,MSI,HAWK TALON ATTACK,GeForce GTX 460,1000000000,810000000.0,,Black / Silver,237.0,0.0
GPU,MSI,IRON,Radeon RX VEGA 64,8000000000,1247000000.0,1546000000.0,Silver / Red,283.0,0.0
GPU,MSI,LIGHTNING,GeForce GTX 770,2000000000,1150000000.0,,Black / Yellow,279.0,0.0
GPU,MSI,LIGHTNING,GeForce GTX 580,1500000000,832000000.0,,Black / Silver,,0.0
GPU,MSI,LIGHTNING,GeForce GTX 980 Ti,6000000000,1203000000.0,1304000000.0,Black / Yellow,330.0,0.0
GPU,MSI,LIGHTNING,Radeon R9 290X,4000000000,1080000000.0,,Black / Yellow,302.0,0.0
GPU,MSI,LIGHTNING,Radeon HD 6970,2000000000,940000000.0,,Black / Silver,,0.0
GPU,MSI,LIGHTNING,GeForce GTX 780,3000000000,980000000.0,1033000000.0,Black / Yellow,294.0,0.0
GPU,MSI,LIGHTNING,GeForce GTX 480,1500000000,750000000.0,,Black / Red,304.0,0.0
GPU,MSI,LIGHTNING,Radeon HD 7970,3000000000,1070000000.0,,Black / Yellow,304.0,0.0
GPU,MSI,LIGHTNING,GeForce GTX 1080 Ti,11000000000,1518000000.0,1632000000.0,Black / White,320.0,0.0
GPU,MSI,LIGHTNING,GeForce GTX 680,2000000000,1110000000.0,,Black / Yellow,279.0,1043.58
GPU,MSI,LIGHTNING,GeForce RTX 2080 Ti,11000000000,1350000000.0,1575000000.0,Gold / Black,328.0,0.0
GPU,MSI,LIGHTNING LE,GeForce GTX 980 Ti,6000000000,1026000000.0,1114000000.0,Black / Yellow,330.0,0.0
GPU,MSI,LIGHTNING LE,Radeon R9 290X,4000000000,1080000000.0,,Black / Yellow,302.0,0.0
GPU,MSI,LIGHTNING X,GeForce GTX 1080 Ti,11000000000,1569000000.0,1683000000.0,Black / White,320.0,0.0
GPU,MSI,LIGHTNING X,GeForce GTX 580,3000000000,832000000.0,,,304.0,0.0
GPU,MSI,LIGHTNING Z,GeForce GTX 1080 Ti,11000000000,1607000000.0,1721000000.0,Black / White,320.0,0.0
GPU,MSI,LIGHTNING Z,GeForce RTX 2080 Ti,11000000000,1350000000.0,1770000000.0,Black / Gold,328.0,2324.0
GPU,MSI,LP,Radeon R7 240,2000000000,600000000.0,,Black,144.0,0.0
GPU,MSI,MECH,Radeon RX 5600 XT,6000000000,1130000000.0,1560000000.0,Black / Silver,231.0,0.0
GPU,MSI,MECH,Radeon RX 5700,8000000000,1465000000.0,1725000000.0,Black,232.0,0.0
GPU,MSI,MECH,Radeon RX 5500 XT,8000000000,1607000000.0,1845000000.0,Black,215.0,0.0
GPU,MSI,MECH,Radeon RX 5500 XT,4000000000,1607000000.0,1845000000.0,Black,215.0,0.0
GPU,MSI,MECH,Radeon RX 5700 XT,8000000000,1605000000.0,1905000000.0,Black,232.0,0.0
GPU,MSI,MECH OC,Radeon RX 5500 XT,8000000000,1647000000.0,1845000000.0,Black,215.0,253.37
GPU,MSI,MECH OC,Radeon RX 5600 XT,6000000000,1185000000.0,1600000000.0,Black / Silver,231.0,367.94
GPU,MSI,MECH OC,Radeon RX 5700 XT,8000000000,1670000000.0,1925000000.0,Black,232.0,490.94
GPU,MSI,MECH OC,Radeon RX 5700,8000000000,1515000000.0,1750000000.0,Black,232.0,0.0
GPU,MSI,MECH OC,Radeon RX 5500 XT,4000000000,1647000000.0,1845000000.0,Black,215.0,227.06
GPU,MSI,N430GT-MD1G/LP,GeForce GT 430,1000000000,730000000.0,,Black / Silver,165.0,0.0
GPU,MSI,N430GT-MD1GD3 OC/TF,GeForce GT 430,1000000000,785000000.0,,Black / Silver,170.0,0.0
GPU,MSI,N430GT-MD1GD3-OC/LP,GeForce GT 430,1000000000,785000000.0,,Black / Gold,,79.98
GPU,MSI,N430GT-MD1GD3/LP,GeForce GT 430,1000000000,700000000.0,,Black / Gold,,0.0
GPU,MSI,N430GT-MD1GD3/OC,GeForce GT 430,1000000000,730000000.0,,Black / Gold,,0.0
GPU,MSI,N430GT-MD2GD3,GeForce GT 430,2000000000,700000000.0,,Black,160.0,0.0
GPU,MSI,N430GT-MD2GD3/OC,GeForce GT 430,2000000000,730000000.0,,Black / Red,148.0,0.0
GPU,MSI,N430GT-MD4GD3,GeForce GT 430,4000000000,700000000.0,,Black,145.0,0.0
GPU,MSI,N440GT-MD1GD3/LP,GeForce GT 440,1000000000,810000000.0,,Black / Silver,,0.0
GPU,MSI,N450GTS-M2D1GD5,GeForce GTS 450,1000000000,783000000.0,,Black / Red,,0.0
GPU,MSI,N450GTS-M2D1GD5/OC,GeForce GTS 450,1000000000,850000000.0,,Black / Red,,0.0
GPU,MSI,N450GTS-MD1GD3,GeForce GTS 450,1000000000,700000000.0,,Black / Silver,146.0,0.0
GPU,MSI,N450GTS-MD2GD3,GeForce GTS 450,2000000000,783000000.0,,Black,146.0,0.0
GPU,MSI,N460GTX -M2D1GD5/OC,GeForce GTX 460,1000000000,725000000.0,,Black / Red,,0.0
GPU,MSI,N460GTX-M2D1GD5/OC2,GeForce GTX 460 SE,1000000000,810000000.0,,,222.0,0.0
GPU,MSI,N465GTX-M2D1G,GeForce GTX 465,1000000000,607000000.0,,Black / Red,243.0,0.0
GPU,MSI,N470GTX-M2D12-B,GeForce GTX 470,1250000000,607000000.0,,Black / Silver,243.0,0.0
GPU,MSI,N480GTX-M2D15-B,GeForce GTX 480,1500000000,700000000.0,,,265.0,0.0
GPU,MSI,N520GT-MD1GD3/LP,GeForce GT 520,1000000000,810000000.0,,Red / White,144.0,0.0
GPU,MSI,N520GT-MD2GD3/LP,GeForce GT 520,2000000000,810000000.0,,Black / Silver,144.0,0.0
GPU,MSI,N550GTX-Ti MD1GD5 V2,GeForce GTX 550 Ti,1000000000,900000000.0,,Black,210.0,278.58
GPU,MSI,N550GTX-Ti-M2D1GD5/OC,GeForce GTX 550 Ti,1000000000,950000000.0,,Black / Red,210.0,0.0
GPU,MSI,N550GTX-Ti-MD1GD5,GeForce GTX 550 Ti,1000000000,900000000.0,,Black / Blue,203.0,0.0
GPU,MSI,N560GTX-M2D1GD5,GeForce GTX 560,1000000000,810000000.0,,Black,,0.0
GPU,MSI,N560GTX-Ti-M2D1GD5/OC,GeForce GTX 560 Ti,1000000000,832000000.0,,Black,237.0,429.59
GPU,MSI,N570GTX-M2D12D5,GeForce GTX 570,1250000000,732000000.0,,Black / Blue,267.0,0.0
GPU,MSI,N570GTX-M2D12D5/OC,GeForce GTX 570,1250000000,786000000.0,,Black / Blue,268.0,0.0
GPU,MSI,N580GTX-M2D15D5OC,GeForce GTX 580,1500000000,823000000.0,,,,0.0
GPU,MSI,N610-2GD3H/LP,GeForce GT 610,2000000000,810000000.0,,Black / Red,167.0,201.99
GPU,MSI,N610GT-MD1GD3/LP,GeForce GT 610,1000000000,810000000.0,,Black,160.0,0.0
GPU,MSI,N610GT-MD2GD3/LP,GeForce GT 610,2000000000,810000000.0,,Black,144.0,0.0
GPU,MSI,N620GT-MD1GD3/LP,GeForce GT 620,1000000000,700000000.0,,Black / Red,165.0,0.0
GPU,MSI,N620GT-MD2GD3/LP,GeForce GT 620,2000000000,700000000.0,,Black / Red,157.0,0.0
GPU,MSI,N630-1GD3/LP,GeForce GT 630,1000000000,810000000.0,,Black / Red,,0.0
GPU,MSI,N630GT-MD2GD3,GeForce GT 630,2000000000,810000000.0,,Black,,0.0
GPU,MSI,N630GT-MD4GD3,GeForce GT 630,4000000000,810000000.0,,Black,,0.0
GPU,MSI,N640-1GD5/LP,GeForce GT 640,1000000000,1045000000.0,,Black / Silver,146.0,0.0
GPU,MSI,N640-4GD3,GeForce GT 640,4000000000,902000000.0,,Black / Blue,153.0,0.0
GPU,MSI,N640GT-MD1GD3,GeForce GT 640,1000000000,,,Black,,0.0
GPU,MSI,N640GT-MD2GD3,GeForce GT 640,2000000000,900000000.0,,Black,144.0,0.0
GPU,MSI,N640GT-MD2GD3/OC,GeForce GT 640,2000000000,941000000.0,,Black,170.0,0.0
GPU,MSI,N650 PE 1GD5/OC,GeForce GTX 650,1000000000,1124000000.0,,Black / Silver,230.0,291.58
GPU,MSI,N650-1GD5/OC,GeForce GTX 650,1000000000,1084000000.0,,Black / Blue,230.0,0.0
GPU,MSI,N650-2GD5/OC,GeForce GTX 650,2000000000,1071000000.0,,Black,145.0,0.0
GPU,MSI,N650-MD1GD5/OC,GeForce GTX 650,1000000000,1071000000.0,,Black,145.0,0.0
GPU,MSI,N650-MD1GD5/OC BOM,GeForce GTX 650,1000000000,1071000000.0,,Black,145.0,0.0
GPU,MSI,N650TI 1GD5/OC,GeForce GTX 650 Ti,1000000000,954000000.0,,Black / Blue,230.0,336.59
GPU,MSI,N650Ti PE 1GD5/OC,GeForce GTX 650 Ti,1000000000,993000000.0,,Black,230.0,355.59
GPU,MSI,N650TiTF2GD5/OC BE,GeForce GTX 650 Ti Boost,2000000000,1033000000.0,,Black / Silver,234.0,0.0
GPU,MSI,N650ti-1GD5/OC BE,GeForce GTX 650 Ti Boost,1000000000,1006000000.0,,Black / Blue,219.0,0.0
GPU,MSI,N650ti-1GD5/V1,GeForce GTX 650 Ti,1000000000,928000000.0,,Black / Blue,219.0,0.0
GPU,MSI,N650ti-2GD5/OC BE BOOST,GeForce GTX 650 Ti Boost,2000000000,1006000000.0,,Black / Blue,219.0,0.0
GPU,MSI,N660 Gaming 2GD5/OC,GeForce GTX 660,2000000000,1033000000.0,1098000000.0,Black / Red,260.0,0.0
GPU,MSI,N660 TF 2GD5,GeForce GTX 660,2000000000,980000000.0,,Black / Silver,234.0,487.59
GPU,MSI,N660 TF 2GD5/OC,GeForce GTX 660,2000000000,1033000000.0,,Black / Silver,234.0,0.0
GPU,MSI,N660-2GD5/OC,GeForce GTX 660,2000000000,1006000000.0,,Black / Blue,219.0,500.59
GPU,MSI,N660TI TF 3GD5/OC,GeForce GTX 660 Ti,3000000000,967000000.0,,Black / Silver,270.0,0.0
GPU,MSI,N660TI-2GD5/OC,GeForce GTX 660 Ti,2000000000,941000000.0,,Black / Silver,245.0,0.0
GPU,MSI,N660Ti-PE-2GD5,GeForce GTX 660 Ti,2000000000,915000000.0,,Black / Blue,264.0,0.0
GPU,MSI,N660Ti-PE-2GD5/OC,GeForce GTX 660 Ti,2000000000,1019000000.0,,Black / Blue,264.0,0.0
GPU,MSI,N670 PE 2GD5/OC,GeForce GTX 670,2000000000,1019000000.0,,Black / Blue,266.0,0.0
GPU,MSI,N670GTX-PM2D2GD5/OC,GeForce GTX 670,2000000000,965000000.0,,Black,242.0,788.33
GPU,MSI,N680GTX-PM2D2GD5,GeForce GTX 680,2000000000,1006000000.0,,Black / Blue,270.0,963.59
GPU,MSI,N720-1GD3HLP,GeForce GT 720,1000000000,797000000.0,,Black,162.0,0.0
GPU,MSI,N720-1GD5HLP,GeForce GT 720,1000000000,797000000.0,,Black,146.0,0.0
GPU,MSI,N720-2GD3HLP,GeForce GT 720,2000000000,797000000.0,,Black,162.0,0.0
GPU,MSI,N720-2GD3LP,GeForce GT 720,2000000000,797000000.0,,Black,146.0,0.0
GPU,MSI,N720-2GD5HLP,GeForce GT 720,2000000000,797000000.0,,Black,146.0,0.0
GPU,MSI,N730-2GD3,GeForce GT 730,2000000000,700000000.0,,Black / Silver,152.0,0.0
GPU,MSI,N730-2GD3V1,GeForce GT 730,2000000000,700000000.0,,Black,152.0,0.0
GPU,MSI,N730-2GD3V3,GeForce GT 730,2000000000,700000000.0,,White,145.0,64.98
