type,brand,model,chipset,vram,core_clock,boost_clock,color,length,price
GPU,Asus,EAH6450 Silent/DI/1GD3(LP),Radeon HD 6450,1000000000,625000000.0,,Red / Silver,177.0,0.0
GPU,Asus,EAH6570/DI/1GD3(LP),Radeon HD 6570,1000000000,650000000.0,,Red / Silver,167.0,0.0
GPU,Asus,EAH6670/DIS/1GD5,Radeon HD 6670,1000000000,810000000.0,,Black / Red,167.0,0.0
GPU,Asus,EAH6770 DC SL/2DI/1GD5,Radeon HD 6770,1000000000,850000000.0,,Black / Red,290.0,0.0
GPU,Asus,EAH6770 DC/2DI/1GD5,Radeon HD 6770,1000000000,850000000.0,,Black / Red,244.0,0.0
GPU,Asus,EAH6770/DI/1GD5,Radeon HD 6770,1000000000,850000000.0,,,214.0,0.0
GPU,Asus,EAH6850 DC/2DIS/1GD5/V2,Radeon HD 6850,1000000000,790000000.0,,Black / Red,260.0,329.99
GPU,Asus,EAH6850 DirectCU/2DIS/1GD5,Radeon HD 6850,1000000000,790000000.0,,Black / Red,260.0,0.0
GPU,Asus,EAH6870 DC/2DI2S/1GD5,Radeon HD 6870,1000000000,915000000.0,,Black / Red,276.0,0.0
GPU,Asus,EAH6870/2DI2S/1GD5,Radeon HD 6870,1000000000,913000000.0,,Black / Red,241.0,0.0
GPU,Asus,EAH6950 DCII/2DI4S/1GD5,Radeon HD 6950,1000000000,810000000.0,,Black / Red,297.0,0.0
GPU,Asus,EAH6950 DCII/2DI4S/2GD5,Radeon HD 6950,2000000000,810000000.0,,Black / Red,297.0,0.0
GPU,Asus,EAH6950/2DI2S/2GD5,Radeon HD 6950,2000000000,810000000.0,,Black / Red,,0.0
GPU,Asus,EAH6970 DCII/2DI4S/2GD5,Radeon HD 6970,2000000000,890000000.0,,Black / Red,297.0,0.0
GPU,Asus,EAH6970/2DI2S/2GD5,Radeon HD 6970,2000000000,890000000.0,,,279.0,0.0
GPU,Asus,EN8400GS SILENT/DI/512MD2(LP),GeForce 8400 GS,500000000,589000000.0,,,170.0,0.0
GPU,Asus,EN8400GS SILENT/P/512M,GeForce 8400 GS,500000000,567000000.0,,Blue / Silver,,99.95
GPU,Asus,EN8400GS/DI/512MD2(LP),GeForce 8400 GS,500000000,589000000.0,,,170.0,0.0
GPU,Asus,EN9800GT/HTDP/512MD3,GeForce 9800 GT,500000000,,,,228.6,0.0
GPU,Asus,ENENGTX560Ti448DC2/2DIS/1280MD5,GeForce GTX 560 Ti 448,1250000000,732000000.0,,,281.0,0.0
GPU,Asus,ENGT430 DC SL/DI/1GD3,GeForce GT 430,1000000000,700000000.0,,Black / Red,185.0,0.0
GPU,Asus,ENGT430/DI/1GD3(LP),GeForce GT 430,1000000000,700000000.0,,Black / Blue,160.0,0.0
GPU,Asus,ENGT440 DC SL/DI/1GD3,GeForce GT 440,1000000000,810000000.0,,Black / Blue,200.0,0.0
GPU,Asus,ENGT440/DI/1GD5,GeForce GT 440,1000000000,822000000.0,,Black / Red,214.0,0.0
GPU,Asus,ENGT520 Silent/DI/1GD3(LP),GeForce GT 520,1000000000,810000000.0,,,177.0,0.0
GPU,Asus,ENGT730-SL-2GD3-BRK,GeForce GT 730,2000000000,902000000.0,,Black,137.0,0.0
GPU,Asus,ENGT740-OC-2GD5,GeForce GT 740,2000000000,1033000000.0,,Black,173.0,0.0
GPU,Asus,ENGTS250 DK/DI/1G,GeForce GTS 250,1000000000,,,Blue / Silver,,0.0
GPU,Asus,ENGTS250/DI/512MD3/WW,GeForce GTS 250,500000000,675000000.0,,Blue,241.0,0.0
GPU,Asus,ENGTS450 DC OC/DI/1GD5,GeForce GTS 450,1000000000,850000000.0,,,,0.0
GPU,Asus,ENGTS450 DIRECTCU TOP/DI/1GD5,GeForce GTS 450,1000000000,925000000.0,,,216.0,0.0
GPU,Asus,ENGTS450 DIRECTCU/DI/1GD5,GeForce GTS 450,1000000000,783000000.0,,,216.0,0.0
GPU,Asus,ENGTS450/DI/1GD5,GeForce GTS 450,1000000000,810000000.0,,Black / Red,199.0,0.0
GPU,Asus,ENGTX460 DC TOP/2DI/1GD5/V2,GeForce GTX 460,1000000000,775000000.0,,,248.0,0.0
GPU,Asus,ENGTX460 DIRECTCU/2DI/1GD5,GeForce GTX 460,1000000000,675000000.0,,,248.0,0.0
GPU,Asus,ENGTX460 DIRECTCU/G/2DI/1GD5,GeForce GTX 460,1000000000,675000000.0,,,248.0,0.0
GPU,Asus,ENGTX460 DirectCU TOP/2DI/768MD5,GeForce GTX 460,750000000,700000000.0,,,240.0,0.0
GPU,Asus,ENGTX460 SE DC/2DI/1GD5,GeForce GTX 460 SE,1000000000,660000000.0,,Black / Green,241.0,0.0
GPU,Asus,ENGTX460/2DI/768MD5,GeForce GTX 460,750000000,,,Black / Silver,,0.0
GPU,Asus,ENGTX465/2DI/1GD5,GeForce GTX 465,1000000000,607000000.0,,Black,254.0,0.0
GPU,Asus,ENGTX470/2DI/1280MD5,GeForce GTX 470,1250000000,607000000.0,,Black,254.0,0.0
GPU,Asus,ENGTX470/2DI/1280MD5/V2,GeForce GTX 470,1250000000,607000000.0,,,254.0,0.0
GPU,Asus,ENGTX480/2DI/1536MD5,GeForce GTX 480,1500000000,,,Black / Silver,,0.0
GPU,Asus,ENGTX550 TI DC TOP/DI/1GD5,GeForce GTX 550 Ti,1000000000,975000000.0,,Red / Black,242.0,344.11
GPU,Asus,ENGTX550 TI DC/DI/1GD5,GeForce GTX 550 Ti,1000000000,910000000.0,,Black / Red,242.0,0.0
GPU,Asus,ENGTX550 Ti/DI/1GD5,GeForce GTX 550 Ti,1000000000,900000000.0,,Black / Red,214.0,0.0
GPU,Asus,ENGTX560 DC/2DI/1GD5,GeForce GTX 560,1000000000,810000000.0,,Black / Red,248.0,0.0
GPU,Asus,ENGTX560 DCII OC/2DI/1GD5,GeForce GTX 560,1000000000,850000000.0,,Black / Red,228.0,0.0
GPU,Asus,ENGTX560 DCII TOP/2DI/1GD5,GeForce GTX 560,1000000000,925000000.0,,Black / Red,228.0,0.0
GPU,Asus,ENGTX560 TI DC2 TOP/2DI/2GD5,GeForce GTX 560 Ti,2000000000,900000000.0,,Black / Red,258.0,0.0
GPU,Asus,ENGTX560 TI DCII TOP/2DI/1GD5,GeForce GTX 560 Ti,1000000000,900000000.0,,Black / Red,258.0,462.59
GPU,Asus,ENGTX560 TI DCII/2DI/1GD5,GeForce GTX 560 Ti,1000000000,830000000.0,,Black / Red,,0.0
GPU,Asus,ENGTX560TI448DC2/2DIS/1280M,GeForce GTX 560 Ti 448,1250000000,732000000.0,,,281.0,0.0
GPU,Asus,ENGTX570 DCII/2DIS/1280MD5,GeForce GTX 570,1250000000,742000000.0,,Black / Red,292.0,0.0
GPU,Asus,ENGTX570/2DI/1280MD5,GeForce GTX 570,1250000000,742000000.0,,Black / Silver,279.0,0.0
GPU,Asus,ENGTX580 DCII/2DIS/1536MD5,GeForce GTX 580,1500000000,782000000.0,,Black / Red,292.0,0.0
GPU,Asus,ENGTX580/2DI/1536MD5,GeForce GTX 580,1500000000,782000000.0,,Black / Silver,279.0,0.0
GPU,Asus,ENGTX590/3DIS/3GD5,GeForce GTX 590,3000000000,612000000.0,,,292.0,0.0
GPU,Asus,EX-GTX1070-O8G,GeForce GTX 1070,8000000000,1592000000.0,1797000000.0,Gray,240.0,0.0
GPU,Asus,Expedition,Radeon RX 570,4000000000,1168000000.0,1254000000.0,Black / Red,240.0,502.23
GPU,Asus,Expedition,GeForce GTX 1060 6GB,6000000000,1569000000.0,1809000000.0,Black / Red,240.0,0.0
GPU,Asus,Expedition,Radeon RX 570,8000000000,1168000000.0,1266000000.0,Black / Red,240.0,0.0
GPU,Asus,Expedition OC,GeForce GTX 1050,2000000000,1404000000.0,1518000000.0,Black / Red,212.0,0.0
GPU,Asus,Expedition OC,GeForce GTX 1050 Ti,4000000000,1341000000.0,1455000000.0,Black / Red,212.0,0.0
GPU,Asus,Founders Edition,GeForce GTX 1070,8000000000,1506000000.0,1683000000.0,Black / Silver,267.0,0.0
GPU,Asus,Founders Edition,GeForce GTX 1080 Ti,11000000000,1480000000.0,1582000000.0,Black / Silver,267.0,0.0
GPU,Asus,Founders Edition,GeForce GTX 1080,8000000000,1607000000.0,1733000000.0,Black / Silver,267.0,1978.45
GPU,Asus,GT1030-2G-BRK,GeForce GT 1030,2000000000,1266000000.0,1506000000.0,Black / Blue,169.0,0.0
GPU,Asus,GT1030-2G-CSM,GeForce GT 1030,2000000000,1266000000.0,1506000000.0,Black / Blue,173.0,79.99
GPU,Asus,GT520-1GD3-CSM,GeForce GT 520,1000000000,810000000.0,,Black / Blue,,0.0
GPU,Asus,GT610-2GD3-CSM,GeForce GT 610,2000000000,810000000.0,,Black / Blue,185.0,0.0
GPU,Asus,GT610-SL-1GD3-L,GeForce GT 610,1000000000,810000000.0,,Black / Blue,185.0,0.0
GPU,Asus,GT620-1GD3-L,GeForce GT 620,1000000000,700000000.0,,Black / Blue,168.0,0.0
GPU,Asus,GT620-1GD3-L-V2,GeForce GT 620,1000000000,700000000.0,,Black / Silver,168.0,0.0
GPU,Asus,GT620-DCSL-2GD3,GeForce GT 620,2000000000,700000000.0,,Black / Red,187.0,0.0
GPU,Asus,GT630-2GD3,GeForce GT 630,2000000000,810000000.0,,Black / Red,193.0,0.0
GPU,Asus,GT630-DCSL-2GD3,GeForce GT 630,2000000000,810000000.0,,Black / Blue,203.0,59.99
GPU,Asus,GT630-SL-2GD3-L,GeForce GT 630,2000000000,902000000.0,,Black / Blue,136.0,0.0
GPU,Asus,GT640-1GD3-L,GeForce GT 640,1000000000,901000000.0,,,171.0,218.59
GPU,Asus,GT640-1GD5-L,GeForce GT 640,1000000000,1046000000.0,,Black / Blue,145.0,0.0
GPU,Asus,GT640-2GD3,GeForce GT 640,2000000000,901000000.0,,Black / Red,210.0,0.0
GPU,Asus,GT640-DCSL-2GD3,GeForce GT 640,2000000000,901000000.0,,Black / Red,,0.0
GPU,Asus,GT710-4H-SL-2GD5,GeForce GT 710,2000000000,954000000.0,,Black,167.0,0.0
GPU,Asus,GT710-SL-2GD5,GeForce GT 710,2000000000,954000000.0,,Blue / Silver,167.0,85.44
GPU,Asus,GT720-1GD3/CSM,GeForce GT 720,1000000000,797000000.0,,Black,137.0,0.0
GPU,Asus,GT720-2GD3-CSM,GeForce GT 720,2000000000,797000000.0,,Black / Blue,136.0,0.0
GPU,Asus,GT720-SL-2GD3-BRK,GeForce GT 720,2000000000,797000000.0,,Black / Blue,137.0,0.0
GPU,Asus,GT730-SL-1GD3-BRK,GeForce GT 730,1000000000,902000000.0,,Black / Blue,137.0,0.0
GPU,Asus,GT730-SL-2GD3-B,GeForce GT 730,2000000000,902000000.0,,Black,137.0,0.0
GPU,Asus,GT730-SL-2GD3-BRK,GeForce GT 730,2000000000,902000000.0,,Black,137.0,287.29
GPU,Asus,GT740-2GD3,GeForce GT 740,2000000000,993000000.0,,Black / Red,179.0,0.0
GPU,Asus,GT740-2GD3-CSM,GeForce GT 740,2000000000,993000000.0,,Black / Red,180.0,0.0
GPU,Asus,GT740-OC-1GD5,GeForce GT 740,1000000000,1033000000.0,,Black / Silver,,0.0
GPU,Asus,GT740-OC-2GD5,GeForce GT 740,2000000000,1033000000.0,,Black,173.0,0.0
GPU,Asus,GTX1050TI-O4G-LP-BRK,GeForce GTX 1050 Ti,4000000000,1303000000.0,1442000000.0,,182.0,199.94
GPU,Asus,GTX650-DC-1GD5,GeForce GTX 650,1000000000,1058000000.0,,Black / Red,245.0,283.58
GPU,Asus,GTX650-DCO-1GD5,GeForce GTX 650,1000000000,1137000000.0,,Black / Red,245.0,293.58
GPU,Asus,GTX650-DCT-1GD5,GeForce GTX 650,1000000000,1215000000.0,,Black / Red,245.0,0.0
GPU,Asus,GTX650-E-1GD5,GeForce GTX 650,1000000000,1071000000.0,,Black / Red,197.0,0.0
GPU,Asus,GTX650-E-2GD5,GeForce GTX 650,2000000000,1071000000.0,,Black / Red,197.0,0.0
GPU,Asus,GTX650TI-1GD5,GeForce GTX 650 Ti,1000000000,928000000.0,,Black / Red,213.0,346.59
GPU,Asus,GTX650TI-DC2O-1GD5,GeForce GTX 650 Ti,1000000000,954000000.0,,Black / Red,274.0,366.59
GPU,Asus,GTX650TI-O-1GD5,GeForce GTX 650 Ti,1000000000,980000000.0,,Black / Red,213.0,346.59
GPU,Asus,GTX650TI-OC-2GD5,GeForce GTX 650 Ti,2000000000,980000000.0,,Black / Red,226.0,0.0
GPU,Asus,GTX650TIB-DC2OC-2GD5 BOOST,GeForce GTX 650 Ti Boost,2000000000,1020000000.0,,Black / Red,259.0,0.0
GPU,Asus,GTX660 TI-DC2-2GD5,GeForce GTX 660 Ti,2000000000,915000000.0,,Black / Red,271.0,0.0
GPU,Asus,GTX660 TI-DC2O-2GD5,GeForce GTX 660 Ti,2000000000,1028000000.0,,Black / Red,271.0,0.0
GPU,Asus,GTX660 TI-DC2OC-3GD5,GeForce GTX 660 Ti,3000000000,1006000000.0,,Black / Red,210.0,691.59
GPU,Asus,GTX660 TI-DC2OG-2GD5,GeForce GTX 660 Ti,2000000000,1028000000.0,,Black / Red,271.0,0.0
GPU,Asus,GTX660 TI-DC2T-2GD5,GeForce GTX 660 Ti,2000000000,1059000000.0,,Black / Red,271.0,678.59
GPU,Asus,GTX660-DC2-2GD5,GeForce GTX 660,2000000000,980000000.0,,Black / Red,259.0,0.0
GPU,Asus,GTX660-DC2O-2GD5,GeForce GTX 660,2000000000,1020000000.0,,Black / Red,259.0,0.0
GPU,Asus,GTX660-DC2T-2GD5,GeForce GTX 660,2000000000,1072000000.0,,Black / Red,259.0,539.59
GPU,Asus,GTX670-DC2-2GD5,GeForce GTX 670,2000000000,915000000.0,,Black / Red,271.0,873.59
GPU,Asus,GTX670-DC2-4GD5,GeForce GTX 670,4000000000,915000000.0,,Black / Red,271.0,863.99
GPU,Asus,GTX670-DC2OG-2GD5,GeForce GTX 670,2000000000,980000000.0,,Black / Red,271.0,895.59
GPU,Asus,GTX670-DC2T-2GD5,GeForce GTX 670,2000000000,1058000000.0,,Black / Red,271.0,890.59
GPU,Asus,GTX670-DCMOC-2GD5,GeForce GTX 670,2000000000,928000000.0,,Black / Red,170.0,0.0
GPU,Asus,GTX680-2GD5,GeForce GTX 680,2000000000,1006000000.0,,Black / Green,256.0,0.0
GPU,Asus,GTX680-DC2-2GD5,GeForce GTX 680,2000000000,1006000000.0,,Black / Red,299.0,0.0
GPU,Asus,GTX680-DC2-4GD5,GeForce GTX 680,4000000000,1006000000.0,,Black / Red,299.0,0.0
GPU,Asus,GTX680-DC2O-2GD5,GeForce GTX 680,2000000000,1019000000.0,,Black / Red,299.0,1097.58
GPU,Asus,GTX680-DC2T-2GD5,GeForce GTX 680,2000000000,1137000000.0,,Black / Red,299.0,0.0
GPU,Asus,GTX690-4GD5,GeForce GTX 690,4000000000,915000000.0,,Black / Silver,279.0,1499.59
GPU,Asus,GTX750-DCSL-2GD5,GeForce GTX 750,2000000000,1020000000.0,1085000000.0,Black / Red,200.0,0.0
GPU,Asus,GTX750-PHOC-1GD5,GeForce GTX 750,1000000000,1059000000.0,1137000000.0,Black,185.0,0.0
GPU,Asus,GTX750-PHOC-2GD5,GeForce GTX 750,2000000000,1059000000.0,1137000000.0,Black,185.0,0.0
GPU,Asus,GTX750TI-OC-2GD5,GeForce GTX 750 Ti,2000000000,1072000000.0,1150000000.0,Black / Red,217.0,526.61
GPU,Asus,GTX750TI-PH-2GD5,GeForce GTX 750 Ti,2000000000,1020000000.0,1085000000.0,Black,182.0,349.95
GPU,Asus,GTX760-DC2OC-4GD5,GeForce GTX 760,4000000000,1006000000.0,1072000000.0,Black / Red,218.0,0.0
GPU,Asus,GTX760-DCMOC-2GD5,GeForce GTX 760,2000000000,1006000000.0,1075000000.0,Black / Red,170.0,0.0
GPU,Asus,GTX780-3GD5,GeForce GTX 780,3000000000,863000000.0,,Black / Silver,274.0,0.0
GPU,Asus,GTX780TI-3GD5,GeForce GTX 780 Ti,3000000000,876000000.0,928000000.0,Black / Silver,274.0,0.0
GPU,Asus,GTX950-2G,GeForce GTX 950 75W,2000000000,1026000000.0,1228000000.0,White / Blue,210.0,0.0
GPU,Asus,GTX950-2GD5,GeForce GTX 950,2000000000,1026000000.0,1228000000.0,White,210.0,0.0
GPU,Asus,GTX950-M-2GD5,GeForce GTX 950,2000000000,1026000000.0,1190000000.0,Black / Red,172.0,0.0
GPU,Asus,GTX950-OC-2GD5,GeForce GTX 950,2000000000,1076000000.0,1279000000.0,White / Blue,210.0,0.0
GPU,Asus,GTX960-DC2OC-2GD5-BLACK,GeForce GTX 960,2000000000,1279000000.0,1342000000.0,Black / Red,290.0,0.0
GPU,Asus,GTX960-MOC-2GD5,GeForce GTX 960,2000000000,1253000000.0,1190000000.0,Black / Red,170.0,191.98
GPU,Asus,GTX970-DCMOC-4GD5,GeForce GTX 970,4000000000,1088000000.0,1228000000.0,Black / Red,170.0,1769.31
GPU,Asus,GTX980-4GD5,GeForce GTX 980,4000000000,1127000000.0,1216000000.0,Black / Silver,268.0,0.0
GPU,Asus,GTX980TI-6GD5,GeForce GTX 980 Ti,6000000000,1000000000.0,1076000000.0,Black / Silver,282.0,0.0
GPU,Asus,GTXTITAN-6GD5,GeForce GTX Titan,6000000000,836000000.0,,Black / Silver,267.0,2060.86
GPU,Asus,GTXTITANBLACK-6GD5,GeForce GTX Titan Black,6000000000,889000000.0,980000000.0,Black / Silver,274.0,0.0
GPU,Asus,GTXTITANX-12GD5,GeForce GTX Titan X,12000000000,1075000000.0,1000000000.0,Black / Silver,267.0,0.0
GPU,Asus,GTXTITANZ-12GD5,GeForce GTX Titan Z,12000000000,705000000.0,876000000.0,Black / Silver,270.0,0.0
GPU,Asus,HD6450-SL-2GD3-L,Radeon HD 6450,2000000000,650000000.0,,,167.0,0.0
GPU,Asus,HD6570-2GD3-L,Radeon HD 6570,2000000000,650000000.0,,,167.0,0.0
GPU,Asus,HD6670-2GD3,Radeon HD 6670,2000000000,800000000.0,,Black / Red,167.0,0.0
GPU,Asus,HD7750-1GD5,Radeon HD 7750,1000000000,820000000.0,,Black / Red,198.0,0.0
GPU,Asus,HD7750-1GD5-V2,Radeon HD 7750,1000000000,820000000.0,,Black / Red,198.0,249.98
GPU,Asus,HD7750-DCSL-1GD5,Radeon HD 7750,1000000000,800000000.0,,Black / Red,198.0,0.0
GPU,Asus,HD7750-T-1GD5,Radeon HD 7750,1000000000,900000000.0,,Black / Red,198.0,0.0
GPU,Asus,HD7770-1GD5,Radeon HD 7770 GHz Edition,1000000000,1000000000.0,,Black / Red,190.0,302.58
GPU,Asus,HD7770-2GD5,Radeon HD 7770,2000000000,1020000000.0,,Black / Red,210.0,0.0
GPU,Asus,HD7770-DC-1GD5,Radeon HD 7770,1000000000,1020000000.0,,Black / Red,226.0,315.58
GPU,Asus,HD7770-DC-1GD5-V2,Radeon HD 7770,1000000000,1020000000.0,,Black / Red,236.0,315.58
GPU,Asus,HD7770-DCT-1GD5,Radeon HD 7770 GHz Edition,1000000000,1120000000.0,,Black / Red,236.0,0.0
GPU,Asus,HD7790-DC2OC-1GD5,Radeon HD 7790,1000000000,1075000000.0,,Black / Red,216.0,0.0
GPU,Asus,HD7790-DC2OC-2GD5,Radeon HD 7790,2000000000,1075000000.0,,Black / Red,215.0,0.0
GPU,Asus,HD7850-DC-1GD5,Radeon HD 7850,1000000000,860000000.0,,Black / Red,248.0,434.59
GPU,Asus,HD7850-DC2-2GD5,Radeon HD 7850,2000000000,870000000.0,,Black / Red,259.0,0.0
GPU,Asus,HD7850-DC2-2GD5-V2,Radeon HD 7850,2000000000,860000000.0,,Black / Red,,0.0
GPU,Asus,HD7850-DC2T-2GD5-V2,Radeon HD 7850,2000000000,1000000000.0,,Black / Red,274.0,0.0
GPU,Asus,HD7870-DC2-2GD5,Radeon HD 7870,2000000000,1010000000.0,,Black / Red,264.0,0.0
GPU,Asus,HD7870-DC2-2GD5-V2,Radeon HD 7870 GHz Edition,2000000000,1000000000.0,,Black / Red,265.0,550.59
GPU,Asus,HD7870-DC2TG-2GD5-V2,Radeon HD 7870 GHz Edition,2000000000,1100000000.0,,Black / Red,265.0,569.59
GPU,Asus,HD7950-3GD5,Radeon HD 7950,3000000000,800000000.0,,Black / Red,269.0,0.0
GPU,Asus,HD7950-DC2-3GD5,Radeon HD 7950,3000000000,800000000.0,,Black / Red,299.0,0.0
GPU,Asus,HD7950-DC2-3GD5-V2,Radeon HD 7950,3000000000,800000000.0,,Black / Red,279.0,0.0
GPU,Asus,HD7950-DC2T-3GD5,Radeon HD 7950,3000000000,900000000.0,,Black / Red,299.0,0.0
GPU,Asus,HD7970-3GD5-3DI2S,Radeon HD 7970,3000000000,925000000.0,,Black / Red,276.0,0.0
GPU,Asus,HD7970-DC2-3GD5,Radeon HD 7970,3000000000,925000000.0,,Black / Red,279.0,0.0
GPU,Asus,HD7970-DC2T-3GD5,Radeon HD 7970,3000000000,1000000000.0,,Black / Red,279.0,0.0
GPU,Asus,MARS II/2DIS/3GD5,GeForce GTX 580 X2,3000000000,782000000.0,,,330.0,0.0
GPU,Asus,MATRIX,GeForce GTX 780 Ti,3000000000,1006000000.0,1072000000.0,Black / Red,297.0,0.0
GPU,Asus,MATRIX,Radeon R9 290X,4000000000,1050000000.0,,Black / Red,297.0,0.0
GPU,Asus,MATRIX,GeForce RTX 2080 Ti,11000000000,1350000000.0,1815000000.0,Black / Silver,310.0,0.0
GPU,Asus,MATRIX,Radeon R9 280X,3000000000,1100000000.0,,Black / Red,284.0,0.0
GPU,Asus,MATRIX GTX580 P/2DIS/1536MD5,GeForce GTX 580,1500000000,816000000.0,,,292.0,0.0
GPU,Asus,MATRIX-GTX980-P-4GD5,GeForce GTX 980,4000000000,1241000000.0,1342000000.0,Black / Red,297.0,0.0
GPU,Asus,MATRIX-GTX980TI-P-6GD5-GAMING,GeForce GTX 980 Ti,6000000000,1317000000.0,1216000000.0,Black / Orange,296.0,0.0
GPU,Asus,MATRIX-HD7970-P-3GD5,Radeon HD 7970 GHz Edition,3000000000,1050000000.0,,Black / Red,279.0,0.0
GPU,Asus,MINI-GTX950-2G,GeForce GTX 950 75W,2000000000,1026000000.0,1228000000.0,Red / Black,172.0,0.0
GPU,Asus,POSEIDON,GeForce GTX 1080 Ti,11000000000,1620000000.0,1733000000.0,Black,298.0,0.0
GPU,Asus,POSEIDON-GTX980TI-P-6GD5,GeForce GTX 980 Ti,6000000000,1114000000.0,1203000000.0,Black / Red,287.0,0.0
GPU,Asus,Phoenix,GeForce GTX 1660 Ti,6000000000,1500000000.0,1800000000.0,Black / White,174.0,0.0
GPU,Asus,Phoenix,GeForce GTX 1050 Ti,4000000000,1290000000.0,1392000000.0,Black / White,192.0,144.99
GPU,Asus,Phoenix,GeForce GTX 1650 SUPER,4000000000,1530000000.0,1755000000.0,Black / White,174.0,0.0
GPU,Asus,Phoenix Fan,GeForce GTX 1660,6000000000,1530000000.0,1815000000.0,Black / White,174.0,0.0
GPU,Asus,Phoenix Fan,GeForce GTX 1060 3GB,3000000000,1506000000.0,1708000000.0,Black / White,183.0,249.94
GPU,Asus,Phoenix Fan,Radeon RX 550 - 640,4000000000,1071000000.0,,Black,192.0,0.0
GPU,Asus,Phoenix Fan,GeForce RTX 2060,6000000000,1365000000.0,1710000000.0,Black / White,177.0,0.0
GPU,Asus,Phoenix Fan,GeForce GTX 1060 6GB,6000000000,1506000000.0,1708000000.0,Black / White,182.88,0.0
GPU,Asus,Phoenix Fan OC,GeForce GT 1030,2000000000,1278000000.0,1531000000.0,Black / Blue,184.0,84.99
GPU,Asus,Phoenix OC,GeForce GTX 1650,4000000000,1485000000.0,1710000000.0,Black,190.0,191.94
GPU,Asus,Phoenix OC,GeForce GTX 1660 SUPER,6000000000,1530000000.0,1830000000.0,Black / White,174.0,294.94
GPU,Asus,Phoenix OC,GeForce GTX 1660 Ti,6000000000,1500000000.0,1815000000.0,Black / White,174.0,0.0
GPU,Asus,Phoenix OC,GeForce GTX 1650 SUPER,4000000000,1530000000.0,1770000000.0,Black / White,173.99,412.99
GPU,Asus,Phoenix OC,GeForce GTX 1660,6000000000,1530000000.0,1830000000.0,Black / White,174.0,219.94
GPU,Asus,Platinum,GeForce GTX 780 Ti,3000000000,1006000000.0,1072000000.0,Black / Red,297.0,0.0
GPU,Asus,Poseidon Platinum,GeForce GTX 980,4000000000,1178000000.0,1279000000.0,Black / Red,287.0,0.0
GPU,Asus,R5230-SL-1GD3-L,Radeon R5 230,1000000000,625000000.0,,Black / Red,168.0,0.0
GPU,Asus,R5230-SL-2GD3-L,Radeon R5 230,2000000000,650000000.0,,Black / Red,168.0,0.0
GPU,Asus,R7240-2GD3-L,Radeon R7 240,2000000000,730000000.0,,Black / Red,159.0,132.95
GPU,Asus,R7250-1GD5,Radeon R7 250,1000000000,1000000000.0,,Black / Red,160.0,249.95
GPU,Asus,R7250-2GD5,Radeon R7 250,2000000000,725000000.0,925000000.0,Black / Red,168.0,79.98
GPU,Asus,R7250X-1GD5,Radeon R7 250X,1000000000,1000000000.0,,Black / Red,191.0,0.0
GPU,Asus,R7250X-2GD5,Radeon R7 250X,2000000000,1020000000.0,,Black / Red,211.0,0.0
GPU,Asus,R7260X-OC-2GD5,Radeon R7 260X,2000000000,1075000000.0,,Black / Red,220.0,0.0
GPU,Asus,R7265-DC2-2GD5,Radeon R7 265,2000000000,900000000.0,925000000.0,Black / Red,233.0,0.0
GPU,Asus,R7360-OC-2GD5,Radeon R7 360,2000000000,1070000000.0,,Black / Red,220.0,0.0
GPU,Asus,R7360-OC-2GD5-V2,Radeon R7 360,2000000000,1070000000.0,1090000000.0,Black / Red,220.0,0.0
GPU,Asus,R9290-4GD5,Radeon R9 290,4000000000,947000000.0,,Black / Red,276.0,0.0
GPU,Asus,R9290X-4GD5,Radeon R9 290X,4000000000,1000000000.0,,Black / Red,276.0,0.0
GPU,Asus,R9290X-G-4GD5,Radeon R9 290X,4000000000,772000000.0,1000000000.0,Black / Red,276.0,0.0
GPU,Asus,R9295X2-8GD5,Radeon R9 295X2,8000000000,1018000000.0,,Black / Silver,308.0,0.0
GPU,Asus,R9390-DC2-8GD5,Radeon R9 390,8000000000,1000000000.0,,Black / Red,287.0,0.0
GPU,Asus,R9390X-DC2-8GD5,Radeon R9 390X,8000000000,1050000000.0,,Black / Red,287.0,0.0
GPU,Asus,R9FURYX-4G,Radeon R9 Fury X,4000000000,1050000000.0,,Black / Red,195.0,0.0
GPU,Asus,R9NANO-4G-WHITE,Radeon R9 Nano,4000000000,1000000000.0,,White,153.0,0.0
GPU,Asus,R9NANO-4GB,Radeon R9 Nano,4000000000,1000000000.0,,Black / Red,152.0,0.0
GPU,Asus,RADEONVII-16G,Radeon VII,16000000000,1400000000.0,1750000000.0,Silver,267.0,0.0
GPU,Asus,ROG Ares II,Radeon HD 7990,6000000000,1050000000.0,,Black / Red,299.0,0.0
GPU,Asus,ROG STRIX,Radeon RX VEGA 64,8000000000,1247000000.0,1590000000.0,Black / Red,298.0,871.0
GPU,Asus,ROG STRIX,GeForce GTX 1080,8000000000,1670000000.0,1835000000.0,Black,298.0,0.0
GPU,Asus,ROG STRIX,GeForce GTX 1070 Ti,8000000000,1607000000.0,1721000000.0,Black,298.0,1499.11
GPU,Asus,ROG STRIX,Radeon RX 580,8000000000,1257000000.0,1380000000.0,Black,298.0,449.99
GPU,Asus,ROG STRIX,Radeon RX 460,4000000000,1090000000.0,1220000000.0,Black,194.0,0.0
GPU,Asus,ROG STRIX,Radeon RX 480,8000000000,1120000000.0,1286000000.0,Black,298.0,0.0
