type,brand,model,form_factor,efficiency_rating,wattage,modular,color,price
PSU,Sentey,GSP850-SM,ATX,80+ Gold,850,Full,,0.0
PSU,Sentey,MBP HM,ATX,80+ Bronze,1000,Semi,Black,0.0
PSU,Sentey,MBP HM,ATX,80+ Bronze,850,Semi,Black,0.0
PSU,Sentey,MBP HM,ATX,80+ Bronze,650,Semi,Black,0.0
PSU,Sentey,MBP HM,ATX,80+ Bronze,550,Semi,Black,0.0
PSU,Sentey,MBP HM,ATX,80+ Bronze,750,Semi,Black,0.0
PSU,Sentey,SDP550-SS,ATX,80+,550,No,,0.0
PSU,Sentey,SDP650-SS,ATX,80+,650,No,,0.0
PSU,Sentey,SDP750-SS,ATX,80+,750,No,,0.0
PSU,Sentey,SDP850-SS,ATX,80+,850,No,,0.0
PSU,Sentey,XPP725-PS,ATX,,725,Semi,,0.0
PSU,SilentiumPC,Supremo FM2,ATX,80+ Gold,650,Full,Black,0.0
PSU,SilentiumPC,Supremo FM2,ATX,80+ Gold,750,Full,Black,0.0
PSU,SilentiumPC,Supremo L2,ATX,80+ Gold,650,No,Black,0.0
PSU,SilentiumPC,Supremo L2 V2,ATX,80+ Gold,550,No,Black,0.0
PSU,SilentiumPC,Vero L2,ATX,80+ Bronze,600,No,Black,0.0
PSU,SilentiumPC,Vero L2,ATX,80+ Bronze,500,No,Black,0.0
PSU,SilentiumPC,Vero M2,ATX,80+ Bronze,600,No,Black,0.0
PSU,Silverstone,DA700,ATX,,700,Full,,0.0
PSU,Silverstone,DA750,ATX,,750,Full,,0.0
PSU,Silverstone,Essential,ATX,80+ Bronze,550,No,Black,55.99
PSU,Silverstone,Essential,ATX,80+ Gold,750,No,Black / Yellow,92.6
PSU,Silverstone,Essential,ATX,80+ Gold,550,No,Black / Yellow,73.33
PSU,Silverstone,Essential,ATX,80+ Gold,750,Semi,Black / Blue,103.76
PSU,Silverstone,Essential,ATX,80+ Gold,550,Semi,Black,0.0
PSU,Silverstone,Essential,ATX,80+ Gold,650,Semi,Black / Blue,93.68
PSU,Silverstone,Essential,ATX,80+ Bronze,750,No,Black,74.98
PSU,Silverstone,Essential,ATX,80+ Bronze,650,No,Black,0.0
PSU,Silverstone,Essential,ATX,80+ Gold,650,No,Black,84.99
PSU,Silverstone,Nightjar,ATX,80+ Platinum,520,Full,,0.0
PSU,Silverstone,Nightjar,SFX,80+ Platinum,450,Full,Black / Blue,185.49
PSU,Silverstone,Nightjar,ATX,80+ Bronze,400,No,,0.0
PSU,Silverstone,OP1000-E,ATX,,1000,No,,0.0
PSU,Silverstone,OP1000-P,ATX,80+,1000,No,,0.0
PSU,Silverstone,OP750,ATX,,750,No,,0.0
PSU,Silverstone,OP800,ATX,,800,No,,0.0
PSU,Silverstone,OP850,ATX,,850,No,,0.0
PSU,Silverstone,SFX,SFX,80+ Bronze,450,No,,79.98
PSU,Silverstone,SFX,SFX,80+ Gold,450,Full,,0.0
PSU,Silverstone,SFX,SFX,80+ Titanium,800,Full,,225.98
PSU,Silverstone,SFX,SFX,80+ Gold,600,Full,,0.0
PSU,Silverstone,SFX,SFX,80+ Bronze,300,No,Black,61.99
PSU,Silverstone,SFX,SFX,80+ Gold,500,Full,,109.4
PSU,Silverstone,SFX,SFX,80+ Bronze,450,No,Black,74.99
PSU,Silverstone,SFX,SFX,80+ Platinum,700,Full,,181.87
PSU,Silverstone,SFX,SFX,80+ Bronze,300,No,,143.79
PSU,Silverstone,SST-FX350-G,Flex ATX,80+ Gold,350,No,Black,111.12
PSU,Silverstone,SST-TX300,TFX,80+ Bronze,300,No,Black,79.98
PSU,Silverstone,SX-B,SFX,80+ Bronze,300,No,Black,67.01
PSU,Silverstone,SX-G,SFX,80+ Gold,700,Full,Black,160.22
PSU,Silverstone,SX500-G,SFX,80+ Gold,500,Full,,108.98
PSU,Silverstone,SX650-G,SFX,80+ Gold,650,Full,,125.99
PSU,Silverstone,SX700-PT,SFX,80+ Platinum,700,Full,Black,174.99
PSU,Silverstone,Strider,ATX,80+ Silver,850,Full,,176.73
PSU,Silverstone,Strider,ATX,80+ Gold,1200,Full,,0.0
PSU,Silverstone,Strider,ATX,80+ Bronze,700,Full,,89.65
PSU,Silverstone,Strider,ATX,80+ Silver,1500,No,,327.62
PSU,Silverstone,Strider,ATX,80+ Gold,550,Full,,113.44
PSU,Silverstone,Strider,ATX,80+ Bronze,600,No,,134.43
PSU,Silverstone,Strider,ATX,80+ Silver,600,Full,,0.0
PSU,Silverstone,Strider,ATX,80+ Gold,600,No,,0.0
PSU,Silverstone,Strider,ATX,80+,600,No,,0.0
PSU,Silverstone,Strider,ATX,80+ Gold,1000,Full,,0.0
PSU,Silverstone,Strider,ATX,80+ Gold,850,Full,,0.0
PSU,Silverstone,Strider,ATX,80+,500,No,,0.0
PSU,Silverstone,Strider,ATX,80+ Gold,850,Semi,,0.0
PSU,Silverstone,Strider,ATX,80+ Bronze,650,No,,0.0
PSU,Silverstone,Strider,ATX,80+ Gold,750,Full,,0.0
PSU,Silverstone,Strider,ATX,80+,700,No,,0.0
PSU,Silverstone,Strider,ATX,80+ Bronze,400,No,,0.0
PSU,Silverstone,Strider,ATX,80+ Bronze,600,Full,,179.37
PSU,Silverstone,Strider,ATX,80+ Gold,700,No,,0.0
PSU,Silverstone,Strider,ATX,80+ Bronze,600,No,,0.0
PSU,Silverstone,Strider,ATX,80+ Gold,500,No,,0.0
PSU,Silverstone,Strider,ATX,80+ Gold,1000,Semi,,0.0
PSU,Silverstone,Strider,ATX,80+ Silver,500,No,,0.0
PSU,Silverstone,Strider,ATX,80+ Gold,1500,Full,,349.99
PSU,Silverstone,Strider,ATX,80+ Silver,1000,Full,,0.0
PSU,Silverstone,Strider,ATX,80+ Bronze,700,No,,0.0
PSU,Silverstone,Strider,ATX,80+ Bronze,500,Full,,0.0
PSU,Silverstone,Strider,ATX,80+ Bronze,750,No,,0.0
PSU,Silverstone,Strider,ATX,80+ Bronze,500,No,,55.99
PSU,Silverstone,Strider,ATX,80+,400,No,,0.0
PSU,Silverstone,Strider,ATX,80+ Silver,750,Full,,0.0
PSU,Silverstone,Strider,ATX,80+ Gold,650,Full,,0.0
PSU,Silverstone,Strider,ATX,80+,1200,Full,,0.0
PSU,Silverstone,Strider Gold S V2,ATX,80+ Gold,850,Full,,359.95
PSU,Silverstone,Strider Platinum,ATX,80+ Platinum,850,Full,,180.72
PSU,Silverstone,Strider Platinum,ATX,80+ Platinum,1200,Full,,0.0
PSU,Silverstone,Strider Platinum,ATX,80+ Platinum,750,Full,,144.99
PSU,Silverstone,Strider Platinum,ATX,80+ Platinum,650,Full,,156.99
PSU,Silverstone,Strider Platinum,ATX,80+ Platinum,1000,Full,,0.0
PSU,Silverstone,Strider Platinum,ATX,80+ Platinum,550,Full,,145.19
PSU,Silverstone,Strider Platinum S,ATX,80+ Platinum,1200,Full,Black,269.38
PSU,Silverstone,Strider Platinum S,ATX,80+ Platinum,1000,Full,Black,238.45
PSU,Silverstone,Strider Plus,ATX,80+ Bronze,500,Full,,0.0
PSU,Silverstone,Strider Titanium,ATX,80+ Titanium,600,Full,,139.99
PSU,Silverstone,Strider Titanium,ATX,80+ Titanium,1100,Full,Black / Blue,0.0
PSU,Silverstone,Strider Titanium,ATX,80+ Titanium,800,Full,,435.99
PSU,Silverstone,Strider Titanium,ATX,80+ Titanium,700,Full,,185.39
PSU,Silverstone,Strider Titanium,ATX,80+ Titanium,1300,Full,Black / Blue,358.98
PSU,Silverstone,Strider Titanium,ATX,80+ Titanium,1500,Full,Black / Blue,540.51
PSU,Silverstone,TX300,TFX,80+ Bronze,300,No,Black,81.18
PSU,Silverstone,Zeus,ATX,80+ Silver,1350,Full,,0.0
PSU,Solid Gear,SDGR-650E,ATX,,650,No,,0.0
PSU,Solid Gear,SDGR-750E,ATX,,750,Semi,,68.94
PSU,Solid Gear,SDGR-900E,ATX,,900,No,,65.98
PSU,Solid Gear,SDGR-FLEX220,Flex ATX,,220,No,,29.48
PSU,Sparkle,ATX-300PA,ATX,,300,No,,54.82
PSU,Sparkle,ATX-300PN-B204,ATX,,300,No,,0.0
PSU,Sparkle,ATX-350PN-B204,ATX,,350,No,,49.99
PSU,Sparkle,ATX-400PA,ATX,,400,No,,57.99
PSU,Sparkle,ATX-400PN-B204,ATX,,400,No,,63.95
PSU,Sparkle,ATX-450PN,ATX,,450,No,,0.0
PSU,Sparkle,FSP300-60ATV,ATX,,300,No,,0.0
PSU,Sparkle,FSP300-60THA,ATX,,300,No,,0.0
PSU,Sparkle,FSP300THAR-MC,ATX,,300,No,,0.0
PSU,Sparkle,FSP350-60GNV,SFX,,350,No,,59.99
PSU,Sparkle,FSP400-60GHS,SFX,80+ Bronze,400,No,,0.0
PSU,Sparkle,GW-EPS1000DA,ATX,80+ Gold,1000,Semi,,0.0
PSU,Sparkle,GW-EPS1250DA,ATX,80+ Gold,1250,Full,,0.0
PSU,Sparkle,Magna,ATX,80+ Bronze,1200,Semi,,0.0
PSU,Sparkle,Magna GOLD PRO,ATX,80+ Gold,850,Semi,,0.0
PSU,Sparkle,R-FSP400-60ETN,ATX,80+ Platinum,400,No,,0.0
PSU,Sparkle,R-SPI1000GCM,ATX,80+,1000,Semi,,0.0
PSU,Sparkle,R-SPI600ACH5B,ATX,80+ Silver,600,No,,0.0
PSU,Sparkle,R-SPI600GHN,ATX,80+,600,No,,171.3
PSU,Sparkle,R-SPI650ACAG,ATX,80+ Gold,650,No,,0.0
PSU,Sparkle,R-SPI700ACH5B,ATX,80+ Silver,700,No,,0.0
PSU,Sparkle,R-SPI700GHN,ATX,80+,700,No,,0.0
PSU,Sparkle,R-SPI750ACAG,ATX,80+ Gold,750,No,,0.0
PSU,Sparkle,R-SPI900GCM,ATX,80+,900,Semi,,0.0
PSU,Sparkle,SCC-750AF,ATX,80+ Gold,750,Full,,0.0
PSU,Sparkle,SCC-850AF,ATX,80+ Gold,850,Semi,,0.0
PSU,Sparkle,SPI300GLS-B204,SFX,,300,No,,0.0
PSU,Sparkle,SPI300T8AB-B204,TFX,80+ Bronze,300,No,,0.0
PSU,Sparkle,SPI460PFB2-MC2,ATX,80+,460,No,,0.0
PSU,StarTech,ATX2POW400HS,ATX,,400,No,,0.0
PSU,StarTech,ATX2POW450HS,ATX,,450,No,,0.0
PSU,StarTech,ATX2POW500HS,ATX,,500,No,,0.0
PSU,StarTech,ATX2POWER350,ATX,,350,No,,51.49
PSU,StarTech,ATX2POWER400,ATX,,400,No,,140.46
PSU,StarTech,ATX2POWER430,ATX,80+,430,No,,145.59
PSU,StarTech,ATX2POWER450,ATX,,450,No,,0.0
PSU,StarTech,ATX2POWER530,ATX,80+ Bronze,530,No,,0.0
PSU,StarTech,ATX2PW400PRO,ATX,,400,No,,0.0
PSU,StarTech,ATX2PW430PRO,ATX,80+ Bronze,430,No,,0.0
PSU,StarTech,ATX2PW450PRO,ATX,,450,No,,0.0
PSU,StarTech,ATX2PW500PRO,ATX,,500,No,,0.0
PSU,StarTech,ATX2PW530PRO,ATX,80+ Bronze,530,No,,0.0
PSU,StarTech,ATX2PW550PRO,ATX,,550,No,,0.0
PSU,StarTech,ATX2PW550WH,ATX,80+,550,No,,0.0
PSU,StarTech,ATXPOW350PRO,ATX,,350,No,,137.28
PSU,StarTech,ATXPW350DELL,ATX,,350,No,,0.0
PSU,StarTech,ATXPW500PRO2,ATX,,500,No,,207.56
PSU,StarTech,ATXPW550PRO2,ATX,,550,No,,176.59
PSU,StarTech,MICATXPOW255,Micro ATX,,255,No,,0.0
PSU,Sunbeam,IC-PSU-US-2545-DW,ATX,,450,No,,0.0
PSU,Sunbeam,PSU-BKS580-US,ATX,,580,No,,0.0
PSU,Sunbeam,PSU-COM680-BK-US,ATX,,680,Full,,0.0
PSU,Sunbeam,PSU-COM780-BK-US,ATX,,780,Full,,0.0
PSU,Sunbeam,PSU-ECO750-US-BL,ATX,80+,750,No,,0.0
PSU,Sunbeam,PSU-H680-REV-US,ATX,,680,No,,0.0
PSU,Sunbeam,PSU-H680-REV-US-BL,ATX,,680,No,,0.0
PSU,Sunbeam,PSU-HUSH580-US,ATX,,580,No,,0.0
PSU,Sunbeam,PSU-HUSH580-US-BL,ATX,,580,No,,0.0
PSU,Super Flower,Amazon,ATX,80+ Bronze,300,No,,0.0
PSU,Super Flower,Amazon,ATX,80+ Bronze,550,No,,0.0
PSU,Super Flower,Golden Green HX,ATX,80+ Gold,550,No,,0.0
PSU,Super Flower,Golden Green HX,ATX,80+ Gold,750,No,,0.0
PSU,Super Flower,Golden Green HX,ATX,80+ Gold,650,No,,0.0
PSU,Super Flower,Golden Green HX,ATX,80+ Gold,450,No,,0.0
PSU,Super Flower,Golden Green HX,ATX,80+ Gold,350,No,,0.0
PSU,Super Flower,Golden Silent,ATX,80+ Platinum,500,Semi,,0.0
PSU,Super Flower,Golden Silent,ATX,80+ Gold,430,Semi,,0.0
PSU,Super Flower,LEADEX Special Edition,ATX,80+ Platinum,1000,Full,Black,0.0
PSU,Super Flower,Leadex,ATX,80+ Platinum,2000,Full,,0.0
PSU,Super Flower,Leadex Gold,ATX,80+ Gold,750,Full,,0.0
PSU,Super Flower,Leadex Gold,ATX,80+ Gold,650,Full,,0.0
PSU,Super Flower,Leadex Gold,ATX,80+ Gold,850,Full,,0.0
PSU,Super Flower,Leadex Gold,ATX,80+ Gold,1000,Full,,0.0
PSU,Super Flower,Leadex Gold,ATX,80+ Gold,1300,Full,,0.0
PSU,Super Flower,Leadex III ARGB,ATX,80+ Gold,750,Full,White,169.99
PSU,Super Flower,Leadex III ARGB,ATX,80+ Gold,850,Full,White,199.99
PSU,Super Flower,Leadex III ARGB,ATX,80+ Gold,650,Full,White,159.99
PSU,Super Flower,Leadex III ARGB Pro,ATX,80+ Gold,650,Full,Black,159.99
PSU,Super Flower,Leadex III ARGB Pro,ATX,80+ Gold,750,Full,Black,179.99
PSU,Super Flower,Leadex III ARGB Pro,ATX,80+ Gold,850,Full,Black,189.99
PSU,Super Flower,Leadex III Gold,ATX,80+ Gold,850,Full,Black,0.0
PSU,Super Flower,Leadex III Gold,ATX,80+ Gold,650,Full,Black,119.99
PSU,Super Flower,Leadex III Gold,ATX,80+ Gold,550,Full,Black,119.99
PSU,Super Flower,Leadex III Gold,ATX,80+ Gold,750,Full,Black,0.0
PSU,Super Flower,Leadex Platinum,ATX,80+ Platinum,750,Full,Black,0.0
PSU,Super Flower,Leadex Platinum,ATX,80+ Platinum,1000,Full,,0.0
PSU,Super Flower,Leadex Platinum,ATX,80+ Platinum,1200,Full,,0.0
PSU,Super Flower,Leadex Silver,ATX,80+ Silver,550,Full,,0.0
PSU,Super Flower,Leadex Titanium,BTX,80+ Titanium,750,Full,Black,0.0
PSU,Super Flower,Leadex Titanium,BTX,80+ Titanium,850,Full,Black,325.99
PSU,Super Flower,Leadex Titanium,BTX,80+ Titanium,1600,Full,Black,0.0
PSU,Super Flower,Leadex Titanium,BTX,80+ Titanium,1000,Full,Black,0.0
PSU,TUNIQ,PSU-POT750-BK,ATX,80+ Bronze,750,No,,0.0
PSU,Tacens,AP II,ATX,,500,No,Black / Green,0.0
PSU,Tacens,Radix VII AG,ATX,80+ Silver,600,No,Black,0.0
PSU,Thermaltake,Black Widow,ATX,80+ Bronze,850,Semi,,0.0
PSU,Thermaltake,EVO_Blue,ATX,,550,Full,,0.0
PSU,Thermaltake,EVO_Blue,ATX,80+ Gold,650,Semi,,0.0
PSU,Thermaltake,EVO_Blue,ATX,80+ Gold,850,Semi,,0.0
PSU,Thermaltake,EVO_Blue,ATX,,650,Full,,0.0
PSU,Thermaltake,EVO_Blue,ATX,,750,Full,,0.0
PSU,Thermaltake,EVO_Blue,ATX,80+ Gold,750,Semi,,0.0
PSU,Thermaltake,German,ATX,80+ Gold,650,Semi,,0.0
PSU,Thermaltake,German,ATX,80+,630,No,,173.0
PSU,Thermaltake,Litepower,ATX,,550,No,,0.0
PSU,Thermaltake,Litepower,ATX,,650,No,,0.0
PSU,Thermaltake,Litepower,ATX,,600,No,,0.0
PSU,Thermaltake,Litepower,ATX,,350,No,,0.0
PSU,Thermaltake,Litepower,ATX,,450,No,,0.0
PSU,Thermaltake,Smart,ATX,80+ Bronze,1200,Semi,,0.0
PSU,Thermaltake,Smart,ATX,80+ Bronze,750,No,,0.0
PSU,Thermaltake,Smart,ATX,80+,600,No,,54.99
PSU,Thermaltake,Smart,ATX,80+,700,No,,69.98
PSU,Thermaltake,Smart,ATX,80+ Bronze,650,Semi,,0.0
PSU,Thermaltake,Smart,ATX,80+ Bronze,750,Semi,,0.0
PSU,Thermaltake,Smart,ATX,80+,530,No,,0.0
PSU,Thermaltake,Smart,ATX,80+,730,No,,211.59
PSU,Thermaltake,Smart,ATX,80+,630,No,,0.0
PSU,Thermaltake,Smart,ATX,80+ Bronze,650,No,,0.0
PSU,Thermaltake,Smart,ATX,80+ Bronze,550,No,,250.0
PSU,Thermaltake,Smart,ATX,80+,500,No,,47.99
PSU,Thermaltake,Smart,ATX,80+,430,No,,142.59
PSU,Thermaltake,Smart,ATX,80+ Bronze,1000,Semi,,0.0
PSU,Thermaltake,Smart,ATX,80+ Bronze,850,Semi,,0.0
PSU,Thermaltake,Smart BX1,ATX,80+ Bronze,650,No,Black,69.99
PSU,Thermaltake,Smart BX1,ATX,80+ Bronze,450,No,Black,0.0
PSU,Thermaltake,Smart BX1,ATX,80+ Bronze,550,No,Black,76.94
PSU,Thermaltake,Smart BX1,ATX,80+ Bronze,750,No,Black,79.99
PSU,Thermaltake,Smart BX1 RGB,ATX,80+ Bronze,750,No,Black,0.0
PSU,Thermaltake,Smart BX1 RGB,ATX,80+ Bronze,650,No,Black,113.42
PSU,Thermaltake,Smart BX1 RGB,ATX,80+ Bronze,550,No,Black,91.9
PSU,Thermaltake,Smart DPS G,ATX,80+ Gold,750,Semi,,0.0
PSU,Thermaltake,Smart DPS G,ATX,80+ Gold,650,Semi,,0.0
PSU,Thermaltake,Smart Pro RGB,ATX,80+ Bronze,850,Full,,208.96
PSU,Thermaltake,Smart Pro RGB,ATX,80+ Bronze,750,Full,,109.99
PSU,Thermaltake,Smart Pro RGB,ATX,80+ Bronze,650,Full,,171.98
PSU,Thermaltake,Smart RGB,ATX,80+,700,No,,166.43
PSU,Thermaltake,Smart RGB,ATX,80+,500,No,Black,63.99
PSU,Thermaltake,Smart RGB,ATX,80+,600,No,,69.99
PSU,Thermaltake,Smart RGB 230V,ATX,80+,500,No,Black,202.4
PSU,Thermaltake,Smart SE,ATX,80+ Bronze,630,Semi,,0.0
PSU,Thermaltake,Smart Series,ATX,80+,430,No,Black / White,38.98
PSU,Thermaltake,TOUGHPOWER PF1 ARGB,ATX,80+ Platinum,1050,Full,,299.99
PSU,Thermaltake,TOUGHPOWER PF1 ARGB,ATX,80+ Platinum,850,Full,,268.99
PSU,Thermaltake,TOUGHPOWER PF1 ARGB,ATX,80+ Platinum,1200,Full,,0.0
PSU,Thermaltake,TR2,ATX,80+,1200,Semi,,0.0
PSU,Thermaltake,TR2,ATX,80+ Bronze,500,No,,0.0
PSU,Thermaltake,TR2,ATX,80+ Bronze,600,No,,0.0
PSU,Thermaltake,TR2,ATX,,500,No,,0.0
PSU,Thermaltake,TR2,ATX,80+ Gold,450,No,,0.0
PSU,Thermaltake,TR2,ATX,,600,No,,0.0
PSU,Thermaltake,TR2,ATX,,700,No,,0.0
PSU,Thermaltake,TR2,ATX,80+ Bronze,450,No,,0.0
PSU,Thermaltake,TR2,ATX,80+ Gold,600,No,,0.0
PSU,Thermaltake,TR2,ATX,80+ Bronze,380,No,,0.0
PSU,Thermaltake,TR2,ATX,,650,Full,,0.0
PSU,Thermaltake,TR2,ATX,,500,No,,46.52
PSU,Thermaltake,TR2,ATX,,600,No,,53.99
PSU,Thermaltake,TR2,ATX,80+,700,No,,0.0
PSU,Thermaltake,TR2,ATX,80+,800,No,,0.0
PSU,Thermaltake,TR2,ATX,80+ Bronze,450,No,,161.59
PSU,Thermaltake,TR2,ATX,80+,1000,Semi,,0.0
PSU,Thermaltake,TR2,ATX,80+ Bronze,750,Semi,,0.0
PSU,Thermaltake,TR2,ATX,80+ Gold,500,No,,0.0
PSU,Thermaltake,TR2,ATX,80+ Gold,700,No,,0.0
PSU,Thermaltake,TR2,ATX,,430,No,,0.0
PSU,Thermaltake,TR2 RX,ATX,80+ Bronze,850,Semi,,0.0
PSU,Thermaltake,TR2 S,ATX,80+,550,No,,0.0
PSU,Thermaltake,TR2 S,ATX,80+,650,No,,0.0
PSU,Thermaltake,Toughpower,ATX,80+ Silver,1200,Semi,,498.59
PSU,Thermaltake,Toughpower,ATX,80+ Gold,750,No,,262.58
PSU,Thermaltake,Toughpower,ATX,80+ Gold,850,Semi,,0.0
PSU,Thermaltake,Toughpower,ATX,80+ Silver,1500,Semi,,0.0
PSU,Thermaltake,Toughpower,ATX,80+ Gold,750,Semi,,152.99
PSU,Thermaltake,Toughpower,ATX,80+,1200,Full,,0.0
PSU,Thermaltake,Toughpower,ATX,80+ Silver,1350,Semi,,0.0
PSU,Thermaltake,Toughpower,ATX,80+ Gold,1200,Semi,,200.99
PSU,Thermaltake,Toughpower,ATX,80+ Gold,550,No,,307.58
PSU,Thermaltake,Toughpower,ATX,80+ Gold,650,No,,0.0
PSU,Thermaltake,Toughpower,ATX,80+ Gold,1000,Semi,,0.0
PSU,Thermaltake,Toughpower,ATX,80+ Silver,1000,Semi,,0.0
PSU,Thermaltake,Toughpower,ATX,80+ Gold,1500,Semi,,305.99
PSU,Thermaltake,Toughpower,ATX,80+ Gold,650,Semi,,0.0
PSU,Thermaltake,Toughpower,ATX,80+,1000,No,,0.0
PSU,Thermaltake,Toughpower,ATX,80+ Bronze,1000,Full,,0.0
PSU,Thermaltake,Toughpower,ATX,80+ Gold,550,Semi,,0.0
PSU,Thermaltake,Toughpower DPS G,ATX,80+ Platinum,1050,Full,,0.0
PSU,Thermaltake,Toughpower DPS G,ATX,80+ Gold,750,Full,,0.0
PSU,Thermaltake,Toughpower DPS G,ATX,80+ Gold,450,Full,,0.0
PSU,Thermaltake,Toughpower DPS G,ATX,80+ Gold,850,Full,,0.0
PSU,Thermaltake,Toughpower DPS G,ATX,80+ Gold,650,Full,,0.0
PSU,Thermaltake,Toughpower DPS G,ATX,80+ Gold,1050,Full,,0.0
PSU,Thermaltake,Toughpower DPS G,ATX,80+ Gold,550,Full,,0.0
PSU,Thermaltake,Toughpower DPS G RGB,ATX,80+ Titanium,1250,Full,,0.0
PSU,Thermaltake,Toughpower DPS G RGB,ATX,80+ Titanium,1250,Full,,739.0
PSU,Thermaltake,Toughpower DPS G RGB Gold,ATX,80+ Gold,850,Full,,0.0
PSU,Thermaltake,Toughpower DPS G RGB Gold,ATX,80+ Gold,750,Full,,240.0
PSU,Thermaltake,Toughpower DPS G RGB Titanium,ATX,80+ Titanium,1500,Full,,430.21
PSU,Thermaltake,Toughpower DPS G RGB Titanium,ATX,80+ Titanium,1000,Full,,0.0
PSU,Thermaltake,Toughpower DPS G RGB Titanium,ATX,80+ Titanium,850,Full,,0.0
PSU,Thermaltake,Toughpower GF1,ATX,80+ Gold,650,Full,Black,109.99
PSU,Thermaltake,Toughpower GF1 ARGB,ATX,80+ Gold,650,Full,,134.99
PSU,Thermaltake,Toughpower GF1 ARGB,ATX,80+ Gold,750,Full,,169.99
PSU,Thermaltake,Toughpower GF1 ARGB,ATX,80+ Gold,850,Full,,189.99
PSU,Thermaltake,Toughpower GF1 PE,ATX,80+ Gold,850,Full,Black,129.99
PSU,Thermaltake,Toughpower GF1 PE,ATX,80+ Gold,750,Full,Black,112.98
PSU,Thermaltake,Toughpower GF1 PE,ATX,80+ Gold,650,Full,,106.98
PSU,Thermaltake,Toughpower GOLD,ATX,80+ Gold,750,Semi,,152.99
PSU,Thermaltake,Toughpower GX1,ATX,80+ Gold,500,No,Black,76.99
PSU,Thermaltake,Toughpower GX1,ATX,80+ Gold,600,No,Black,79.8
PSU,Thermaltake,Toughpower GX1 RGB,ATX,80+ Gold,500,No,Black,79.99
PSU,Thermaltake,Toughpower GX1 RGB,ATX,80+ Gold,600,No,Black,81.99
PSU,Thermaltake,Toughpower GX1 RGB,ATX,80+ Gold,700,No,Black,0.0
PSU,Thermaltake,Toughpower GX2,ATX,80+ Gold,600,No,Black,79.99
PSU,Thermaltake,Toughpower Grand,ATX,80+ Gold,1200,Full,,0.0
PSU,Thermaltake,Toughpower Grand,ATX,80+ Gold,850,Full,,0.0
PSU,Thermaltake,Toughpower Grand,ATX,80+ Platinum,1050,Full,,0.0
PSU,Thermaltake,Toughpower Grand,ATX,80+ Platinum,850,Full,,0.0
PSU,Thermaltake,Toughpower Grand,ATX,80+ Gold,1050,No,,0.0
PSU,Thermaltake,Toughpower Grand,ATX,80+ Gold,1200,No,,0.0
PSU,Thermaltake,Toughpower Grand,ATX,80+ Gold,1050,Full,,0.0
PSU,Thermaltake,Toughpower Grand,ATX,80+ Gold,750,Semi,,0.0
PSU,Thermaltake,Toughpower Grand,ATX,80+ Gold,750,Full,,0.0
PSU,Thermaltake,Toughpower Grand,ATX,80+ Gold,850,No,,0.0
PSU,Thermaltake,Toughpower Grand,ATX,80+ Platinum,700,Semi,,0.0
PSU,Thermaltake,Toughpower Grand,ATX,80+ Gold,650,Semi,,0.0
PSU,Thermaltake,Toughpower Grand,ATX,80+ Gold,650,Full,,0.0
PSU,Thermaltake,Toughpower Grand,ATX,80+ Platinum,600,Semi,,0.0
PSU,Thermaltake,Toughpower Grand,ATX,80+ Platinum,1200,Full,,0.0
PSU,Thermaltake,Toughpower Grand RGB,ATX,80+ Gold,650,Full,,119.99
PSU,Thermaltake,Toughpower Grand RGB,ATX,80+ Gold,850,Full,,149.99
PSU,Thermaltake,Toughpower Grand RGB,ATX,80+ Gold,750,Full,,119.99
PSU,Thermaltake,Toughpower Grand RGB Platinum,ATX,80+ Platinum,850,Full,Black,199.99
PSU,Thermaltake,Toughpower Grand RGB Platinum,ATX,80+ Platinum,1050,Full,Black,0.0
PSU,Thermaltake,Toughpower Grand RGB Sync Edition,ATX,80+ Gold,650,Full,Black,0.0
PSU,Thermaltake,Toughpower Grand RGB Sync Edition,ATX,80+ Gold,750,Full,Black,249.95
PSU,Thermaltake,Toughpower Grand RGB Sync Edition,ATX,80+ Gold,850,Full,Black,0.0
PSU,Thermaltake,Toughpower PF1,ATX,80+ Platinum,650,Full,,144.07
PSU,Thermaltake,Toughpower PF1,ATX,80+ Platinum,750,Full,Black,149.99
PSU,Thermaltake,Toughpower PF1,ATX,80+ Platinum,850,Full,Black,179.99
PSU,Thermaltake,Toughpower SFX,SFX,80+ Gold,600,Full,Black,142.99
PSU,Thermaltake,Toughpower SFX,SFX,80+ Gold,450,Full,Black,0.0
PSU,Thermaltake,Toughpower XT,ATX,80+ Gold,1375,Semi,,0.0
PSU,Thermaltake,Toughpower XT,ATX,80+ Bronze,775,Full,,0.0
PSU,Thermaltake,Toughpower XT,ATX,80+ Platinum,1275,Semi,,0.0
PSU,Thermaltake,Toughpower XT,ATX,80+ Bronze,875,Full,,0.0
PSU,Thermaltake,Toughpower XT,ATX,80+ Bronze,675,Semi,,0.0
PSU,Thermaltake,Toughpower XT,ATX,80+ Gold,1475,Semi,,0.0
PSU,Thermaltake,Toughpower XT,ATX,80+ Bronze,575,Full,,0.0
PSU,Thermaltake,Toughpower XT,ATX,80+ Bronze,650,Full,,0.0
PSU,Thermaltake,Toughpower iRGB PLUS,ATX,80+ Gold,850,Full,Black,188.99
PSU,Thermaltake,Toughpower iRGB PLUS,ATX,80+ Gold,750,Full,Black,165.98
PSU,Thermaltake,Toughpower iRGB PLUS,ATX,80+ Titanium,1250,Full,,418.62
